马年大吉,#group#
江苏影视,http://dx.joygala.cn:8118/rtp/239.49.8.118:8000
江苏影视,http://hl.nijingjing.site:8888/rtp/239.49.8.118:8000
山东影视,http://113.120.108.132:4000/rtp/239.21.1.176:5002
山东影视,http://122.5.98.97:17923/rtp/239.21.1.176:5002
山东影视,http://www.niuin.com:4022/rtp/239.21.1.176:5002
山东影视,http://119.180.53.11:8888/rtp/239.253.248.19:8000
山东影视,http://124.131.45.137:7000/rtp/239.253.248.19:8000
山东影视,http://xiaole51.3322.org:7000/rtp/239.253.248.19:8000
山东综艺,http://113.120.108.132:4000/rtp/239.21.1.177:5002
山东综艺,http://122.5.98.97:17923/rtp/239.21.1.177:5002
山东综艺,http://www.niuin.com:4022/rtp/239.21.1.177:5002
山东综艺,http://119.180.53.11:8888/rtp/239.253.248.21:8000
山东综艺,http://124.131.45.137:7000/rtp/239.253.248.21:8000
山东综艺,http://xiaole51.3322.org:7000/rtp/239.253.248.21:8000
山东公共,http://113.120.108.132:4000/rtp/239.21.1.140:5002
山东公共,http://122.5.98.97:17923/rtp/239.21.1.140:5002
山东公共,http://www.niuin.com:4022/rtp/239.21.1.140:5002
山东生活,http://113.120.108.132:4000/rtp/239.21.1.175:5002
山东生活,http://122.5.98.97:17923/rtp/239.21.1.175:5002
山东生活,http://www.niuin.com:4022/rtp/239.21.1.175:5002
欢笑剧场,http://38.75.136.137:98/gslb/dsdqpub/hxjchd.m3u8?auth=testpub
都市剧场,http://38.75.136.137:98/gslb/dsdqpub/dsjchd.m3u8?auth=testpub





港澳台直播,#group#

🌊港台,#genre#
CNA亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
欧洲华文电视台,http://oh.eztv.vip/live/eztv1.m3u8
环球,http://utv1.hqtvzb.com:9999/hls/world.m3u8
凤凰卫视中文,http://jump.fantanggame.com:19981/stream/channelid/1820554070?profile=pass
凤凰卫视中文,http://cdn6.163189.xyz/163189/fhzw
凤凰卫视中文,http://iptv.4666888.xyz/iptv2A.php?id=27
凤凰卫视中文,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20060#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20063
凤凰卫视中文,http://171.38.107.34:8282/tsfile/live/1083_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
凤凰卫视中文,http://183.2.73.18:9901/tsfile/live/0108_1.m3u8?key=txiptv
凤凰卫视中文,http://120.198.86.186:9901/tsfile/live/1037_1.m3u8?key=txiptv
凤凰卫视中文,http://120.238.84.45:9901/tsfile/live/1007_1.m3u8?key=txiptv
凤凰卫视中文,http://120.238.5.44:1698/hls/86/index.m3u8
凤凰卫视中文,https://t.freetv.fun/live/feng-huang-zhong-wen.m3u8
凤凰卫视中文,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhzw
凤凰卫视中文,http://cdn6.163189.xyz/163189/fhzw
凤凰卫视中文,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰卫视中文,http://61.184.46.85:85/tsfile/live/1029_1.m3u8?key=txiptv$湖北荆州07-16酒店
凤凰卫视中文,http://r.jdshipin.com/cCCzW
凤凰卫视资讯,http://jump.fantanggame.com:19981/stream/channelid/1529989483?profile=pass
凤凰卫视资讯,http://115.44.143.127:18180/TV00000000000000000009@HHZT
凤凰卫视资讯,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20061#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20064
凤凰卫视资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰卫视资讯,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500960
凤凰卫视资讯,http://cdn6.163189.xyz/163189/fhzx
凤凰卫视资讯,http://171.38.107.34:8282/tsfile/live/1082_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
凤凰卫视资讯,http://pull-vivek.speedws.com/live/aaafhzx.flv
凤凰卫视资讯,http://120.238.5.44:1698/hls/85/index.m3u8
凤凰卫视资讯,http://rihou.cc:555/tv/[SX]凤凰资讯
凤凰卫视资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰卫视香港,http://jump.fantanggame.com:19981/stream/channelid/1744673927?profile=pass
凤凰卫视香港,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhhk
凤凰卫视香港,http://cdn6.163189.xyz/163189/fhhk
凤凰卫视香港,https://smt.1678520.xyz/smt3.2.1.php?id=hkphoenix_twn
凤凰卫视香港,http://120.238.5.44:1698/hls/87/index.m3u8
凤凰卫视香港,http://171.38.107.34:8282/tsfile/live/1084_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
凤凰卫视香港,http://rihou.cc:555/tv/[SX]凤凰香港
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港国际卫视,http://106.53.99.30/tv/hk.php?id=HKI
翡翠,http://iptv.4666888.xyz/iptv2A.php?id=28
翡翠,https://o11.163189.xyz/stream/live/hlt/
翡翠,http://rihou.cc:555/tv/[FY]无线华丽
翡翠,http://r.jdshipin.com/thuYX
翡翠,http://cdn9.163189.xyz/smt1.1.php?id=Tvbjade
翡翠,http://r.jdshipin.com/thuYX
翡翠台4K,https://o11.163189.xyz/stream/tvb/fct4k/
翡翠台4K,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fct4
TVB翡翠,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20066#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20068#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20067#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20094#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20387#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20456
TVB翡翠,http://115.44.143.127:18180/TV00000000000000000032@HHZT
TVB翡翠,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
TVB翡翠,http://120.198.84.146:9901/tsfile/live/1020_1.m3u8
TVB翡翠,http://o11.163189.xyz/stream/tvb/fct/
TVB翡翠,http://183.2.73.18:9901/tsfile/live/1011_1.m3u8?key=txiptv
TVB翡翠,http://120.198.86.186:9901/tsfile/live/1007_1.m3u8?key=txiptv
TVB翡翠,http://120.238.84.45:9901/tsfile/live/1103_1.m3u8?key=txiptv
TVB翡翠,http://pull-vivek.speedws.com/live/aaajade.flv
TVB翡翠,http://mytv.cdn.loc.cc/o12.php?id=fct
TVB翡翠,http://120.238.5.44:1698/hls/83/index.m3u8
TVB翡翠,http://74.91.26.218:82/live/jade.m3u8
TVB翡翠,http://rihou.cc:555/tv/[Mt]无线翡翠
TVB翡翠,http://67.220.71.199:2347/livehttpplay?channel_id=30025
TVB翡翠,https://o11.163189.xyz/stream/live/jade/
TVB翡翠,http://mytv.cdn.loc.cc/o12.php?id=fct
TVB翡翠,http://r.jdshipin.com/qrfbg
TVB明珠,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20071
TVB明珠,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20506
TVB明珠,http://115.44.143.127:18180/TV00000000000000000035@HHZT
TVB明珠,http://zgxsd.f3322.net:9901/tsfile/live/1035_1.m3u8?key=txiptv
TVB明珠,http://120.198.86.186:9901/tsfile/live/1009_1.m3u8?key=txiptv
TVB明珠,http://120.238.84.45:9901/tsfile/live/1000_1.m3u8?key=txiptv
TVB明珠,https://o11.163189.xyz/stream/tvb/mzt/
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=29
TVB明珠,https://php.jdshipin.com:2096/TVOD/iptv.php?id=mzt
TVB明珠,https://php.jdshipin.com:2096/TVOD/iptv.php?id=mzt2
TVB明珠,http://r.jdshipin.com/ZQ4kN
TVB明珠,http://120.198.84.146:9901/tsfile/live/1054_1.m3u8
TVB明珠,http://pull-vivek.speedws.com/live/aaamingzhu.flv
TVB明珠,http://mytv.cdn.loc.cc/o12.php?id=mzt
TVB明珠,http://120.238.5.44:1698/hls/84/index.m3u8
TVB明珠,https://iptv.xmtv.cc.cd/?id=29
TVB星河,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20101#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20102
TVB星河,https://php.jdshipin.com:2096/TVOD/iptv.php?id=tvbxh
TVB星河,https://o11.163189.xyz/stream/live/tvbxh/
TVB星河,https://cdn10.163189.xyz/stream/163189/xinghe/
TVB星河,https://php.jdshipin.com:2096/TVOD/iptv.php?id=xinghe
TVB星河,http://tl.061833.xyz/tl/null-7
TVBPlus,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20072
TVBPlus,https://o11.163189.xyz/stream/tvb/tvbp/
TVBPlus,http://o11.163189.xyz/stream/tvb/tvbp/
TVBPlus,http://r.jdshipin.com/Nr5jq
TVBPlus,https://php.jdshipin.com:2096/TVOD/iptv.php?id=tvbp
TVB1,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20095
TVB1,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500946
TVB1,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500951
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=25
TVB1,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500946
TVB1,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500951
TVB1,https://6.cdn.loc.cc/163189.php?id=tvb1
TVBJ1,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20096
TVBJ1,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500945
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26
TVBJ1,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500945
TVBJ1,https://php.jdshipin.com:2096/TVOD/iptv.php?id=j1
TVBe,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500950
TVBe,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20097
TVBe,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500950
TVBDrama,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500948
TVBDrama,http://iptv.4666888.xyz/iptv2A.php?id=33
TVBDrama,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20099#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20098
TVBDrama,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500948
TVBDrama,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20099#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20098
TVBDrama,https://6.cdn.loc.cc/163189.php?id=tvbd
TVB獎門人,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20138
TVB獎門人,http://iptv.4666888.xyz/iptv2A.php?id=31
TVB金曲,http://iptv.4666888.xyz/iptv2A.php?id=57
TVB金曲,https://iptv.xmtv.cc.cd/?id=57
TVB金曲,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20142
娱乐新闻,http://iptv.4666888.xyz/iptv2A.php?id=36
娱乐新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20107#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20069
娱乐新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20073
娱乐新闻,http://tl.061833.xyz/tl/null-14
娱乐新闻,http://pull-vivek.speedws.com/live/aaaylxw.flv
娱乐新闻,http://pull-vivek.speedws.com/live/aaahjfc.flv
无线新闻,https://hls.iill.top/api/TVB-News/index.m3u8
无线新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20107#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20069
无线新闻,http://main.light-ott.net:80/play/live.php?extension=ts&mac=00:1A:79:3A:93:FD&stream=1495601
有线新闻,http://iptv.4666888.xyz/iptv2A.php?id=31
有线新闻,http://rihou.cc:555/tv/[Uk]有线新闻
有线新闻,http://iptv.4666888.xyz/iptv2A.php?id=31
翡翠剧集台,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20134
翡翠剧集台1(黄金华剧台),http://iptv.4666888.xyz/iptv2A.php?id=34
翡翠剧集台1(黄金华剧台),http://pull-vivek.speedws.com/live/aaahjhj.flv
千禧经典,http://iptv.4666888.xyz/iptv2A.php?id=22
千禧经典,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20105
千禧经典,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20105
千禧经典,https://o11.163189.xyz/stream/live/tvbc/#https://smt.1678520.xyz/smt3.2.5.php?id=Tvbclassic
千禧经典,https://php.jdshipin.com:2096/TVOD/iptv.php?id=tvbc
千禧经典,http://rihou.cc:555/tv/[SX]无线千禧
千禧经典,http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
myTV SUPER,http://iptv.4666888.xyz/iptv2A.php?id=24
myTV SUPER,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20108
myTV SUPER,http://pull-vivek.speedws.com/live/aaahyjt.flv
myTV SUPER,http://tl.061833.xyz/tl/null-4
myTV SUPErfootball3,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20109
myTV SUPErfootball3,http://pull-vivek.speedws.com/live/aaaSUPERFREE.flv
myTV SUPErfootball3,http://tl.061833.xyz/tl/null-4 
myTV SUPErfootball3,http://tl.061833.xyz/tl/null-13 
myTV SUPErfootball3,http://rihou.cc:555/tv/[Uk]无线亚剧
myTV SUPErfootball3,http://67.220.67.246:2347/livehttpplay?channel_id=13023
Hoy76,http://pull-vivek.speedws.com/live/aaahoy76.flv
Hoy77,http://115.44.143.127:18180/TV00000000000000000036@HHZT
Hoy77,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20078
Hoy77,http://iptv.4666888.xyz/iptv2A.php?id=35
Hoy77,http://pull-vivek.speedws.com/live/aaahoy77.flv
Hoy77,https://php.jdshipin.com:2096/TVOD/iptv.php?id=hoytv2
Hoy77,https://php.jdshipin.com:2096/TVOD/iptv.php?id=hoytv
Hoy78,http://115.44.143.127:18180/TV00000000000000000088@HHZT
Hoy78,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20079
Hoy78,http://pull-vivek.speedws.com/live/aaahoy78.flv
Hoy78,http://cdn.163189.xyz/163189/hoy78
Hoy78,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20079
HUB都会,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20544
HUB都会,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20383
HUB娱家,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20546
VIU,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20070
VIUTV,http://115.44.143.127:18180/TV00000000000000000037@HHZT
VIUTV,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20075
VIUTV,http://67.220.71.199:2347/livehttpplay?channel_id=30032
VIUTV,https://php.jdshipin.com:2096/TVOD/iptv.php?id=viutv2
VIUTV,http://r.jdshipin.com/vSJvl
VIUTV,http://r.jdshipin.com/TcKr2
VIUTV,http://pull-vivek.speedws.com/live/aaaviutv.flv
VIUTV,https://cdn.163189.xyz/163189/viu
VIUTV,http://r.jdshipin.com/vSJvl
ViuTV6,http://115.44.143.127:18180/TV00000000000000000084@HHZT
ViuTV6,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20076
ViuTV6,http://pull-vivek.speedws.com/live/aaaviutv6.flv
RTHK31,http://huhu11.a1.luyouxia.net:26894/play/HK-MY/proxy.php?id=rthk31hd
RTHK31,http://iptv.4666888.xyz/iptv2A.php?id=23 
RTHK31,http://cdn.163189.xyz/163189/rthk31
RTHK31,http://rihou.cc:555/tv/[Cx]RTHK-31
RTHK31,http://rihou.cc:555/tv/[Mt]RTHK-31
RTHK31,http://rihou.cc:555/tv/[PL]RTHK-31
RTHK31,http://rihou.cc:555/tv/[SX]RTHK-31
RTHK32,http://huhu11.a1.luyouxia.net:26894/play/HK-MY/proxy.php?id=rthk32hd
RTHK32,http://115.44.143.127:18180/TV00000000000000000017@HHZT
RTHK32,http://rihou.cc:555/tv/[SX]RTHK-32
RTHK32,http://cdn.163189.xyz/163189/rthk32
RTHK32,http://rihou.cc:555/tv/[Cx]RTHK-32
RTHK32,http://rihou.cc:555/tv/[PL]RTHK-32
RTHK34,http://huhu11.a1.luyouxia.net:26894/play/HK-MY/proxy.php?id=rthk34hd
RTHK35,http://115.44.143.127:18180/TV00000000000000000045@HHZT
RTHK35,http://huhu11.a1.luyouxia.net:26894/play/HK-MY/proxy.php?id=rthk35hd
NOW新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20082
NOW新闻,https://cdn.163189.xyz/163189/now
NOW新闻,http://rihou.cc:555/tv/[Cx]Now新闻
NOW新闻,http://rihou.cc:555/tv/[Mt]Now新闻
NOW爆谷,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20413
NOW爆谷,http://rihou.cc:555/tv/[Hv]Now星影
NOW爆谷,http://rihou.cc:555/tv/[Uk]Now星影
NOW爆谷,http://rihou.cc:555/tv/[Bx]Now爆谷
NOW爆谷,http://rihou.cc:555/tv/[Uk]Now爆谷
NOW直播,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20502
NOW财经,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20085
NOW财经,http://rihou.cc:555/tv/[Uk]Now财经
澳视澳门,http://iptv.4666888.xyz/iptv2A.php?id=41
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://120.238.5.44:1698/hls/76/index.m3u8
澳视澳门,http://cdn6.163189.xyz/163189/asam
澳视澳门,http://183.2.73.18:9901/tsfile/live/1004_1.m3u8?key=txiptv
澳视综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳视综艺,http://cdn6.163189.xyz/163189/amzy
澳视综艺,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20132
澳门莲花,http://ip1.xiaomidadi.cn:8088/live/7RCF6kilR4EMfmge/hls.m3u8
澳门莲花,http://cdn6.163189.xyz/163189/amlh
澳视MACAU,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳视MACAU,http://cdn6.163189.xyz/163189/as
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
亚太卫视,http://play2.one-tv.com/live/onetv.m3u8
唐人卫视,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8



🌊台湾,#genre#
亚洲旅游,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20273
壹新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20503
鏡电视新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20180
鏡电视新闻,https://stream1.freetv.fun/0a7c84c40ea7b310b9886e6c708068403f8fcd0d550d04c3a2e9e95ae394eaa1.m3u8
鏡电视新闻,http://rihou.cc:555/tv/[Hk]闽镜新闻
华视,http://119.91.7.169:2026/TW.php?id=华视
华视,http://211.72.174.95:8114/0.ts
华视,http://74.91.26.218:82/live/cts.m3u8
华视,rtmp://f13h.mine.nu/sat/tv111
华视,http://rihou.cc:555/tv/[mn]华视闽南
华视新闻,http://74.91.26.218:82/live/ctsnews.m3u8
华视新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20310
华视新闻,http://rihou.cc:555/tv/[mn]华视新闻
华视新闻,http://74.91.26.218:82/live/ctsnews.m3u8
华视教育,http://74.91.26.218:82/live/ctsjy.m3u8
华视教育,http://rihou.cc:555/tv/[mn]华视教育
非凡新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20179
非凡新闻,http://iptv.4666888.xyz/iptv2A.php?id=44
非凡新闻,http://rihou.cc:555/tv/[Hk]非凡新闻
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
非凡新聞,https://iptv.xmtv.cc.cd/?id=44
TVBS,http://huhu11.a1.luyouxia.net:26894/play/HK-MY/proxy.php?id=tvbshd
TVBS,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20188
TVBS综艺,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500947
TVBS综艺,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500956
TVBS综艺,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20190
TVBS综艺,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500947
TVBS综艺,http://dragon1977.com:80/047306b75f/b5a06cc482d6/500956
TVBS新闻,http://iptv.4666888.xyz/iptv2A.php?id=43
TVBS新闻,http://huhu11.a1.luyouxia.net:26894/play/HK-MY/proxy.php?id=tvbsnewshd
TVBS新闻,https://stream1.freetv.fun/f634b30feb2314084b09bf4d382e222ad6a4d9dec34f48b1bd291d201a23d565.m3u8
TVBS新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20168
TVBS新闻,http://rihou.cc:555/tv/[FY]tvbS新闻
TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47
TVBS精采,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20191
TVBS精采,http://rihou.cc:555/tv/[Hv]tvbS闽南
TVBS欢乐,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20189
中视,http://ip1.xiaomidadi.cn:8088/live/7Ik9YzD3kqxocgfU/hls.m3u8
中视,http://119.91.7.169:2026/TW.php?id=中视
中视,http://211.72.174.95:8113/0.ts
中视,rtmp://f13h.mine.nu/sat/tv091
中视,http://rihou.cc:555/tv/[mn]中视闽南
中视,http://74.91.26.218:82/live/ctv.m3u8
中視,rtmp://f13h.mine.nu:1935/sat/tv091
中视经典,http://74.91.26.218:82/live/ctvjd.m3u8
中视经典,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20221
中视经典,http://rihou.cc:555/tv/[mn]中视经典
中视菁采,http://74.91.26.218:82/live/ctvjc.m3u8
中视菁采,http://rihou.cc:555/tv/[mn]中视菁采
中视新闻,http://74.91.26.218:82/live/ctvnews.m3u8
中视新闻,http://119.91.7.169:2026/TW.php?id=中视新闻
中视新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20183#http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20171
中视新闻,http://rihou.cc:555/tv/[mn]中视新闻
中天新闻,http://119.91.7.169:2026/TW.php?id=中天新闻台
中天新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20173
中天新闻,http://huhu11.a1.luyouxia.net:26894/play/HK-MY/proxy.php?id=ctinewshd
中天新闻,http://220.135.64.124:5050/of-4gtv-4gtv009/index.m3u8?proxy=true
中天新闻,https://stream1.freetv.fun/ae5d52a5c49891c28f1a39ea6b9fc0d67e3e7f02e100b9bf1ff1dc7cc5fa4662.m3u8
中天新闻,https://stream1.freetv.fun/966a882718752fcf477567b8ecca5a53feb6bbf6b7e60a8d1030f9be6892c25d.m3u8
中天综合,http://ip1.xiaomidadi.cn:8088/live/zvYTOOMDQyw276Sd/hls.m3u8
中天亚洲,http://ip1.xiaomidadi.cn:8088/live/dhC7oV8LI6lLcZUT/hls.m3u8
中天亚洲,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20196
中旺电视,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20187
寰宇新闻,http://119.91.7.169:2026/TW.php?id=寰宇新闻台
寰宇新聞,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20176
寰宇新闻,http://huhu11.a1.luyouxia.net:26894/play/HK-MY/proxy.php?id=globalnews
寰宇新聞,http://nmk.ioapk.com:5050/of-4gtv-4gtv156/index.m3u8?proxy=true
寰宇财经,http://119.91.7.169:2026/TW.php?id=寰宇财经台
寰宇新闻台湾,http://119.91.7.169:2026/TW.php?id=寰宇新闻台湾台
寰宇新闻台湾,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20324
东森新闻,http://huhu11.a1.luyouxia.net:26894/play/HK-MY/proxy.php?id=ebcnewshd
东森新闻,http://rihou.cc:555/tv/[Us]东森新闻
东森新闻,http://rihou.cc:555/tv/[Hk]东森新闻
东森综合,http://ip1.xiaomidadi.cn:8088/live/KMn24bon5j3PxYY2/hls.m3u8
东森综合,http://iptv.4666888.xyz/iptv2A.php?id=58
东森超视,rtmp://f13h.mine.nu/sat/tv331
东森超视34.5,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20208
东森美洲,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20210
东森美洲台,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20175
东森ETTV中國台,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20539
三立综合,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20204
三立综合,http://220.135.64.124:5050/4gtv-live207/index.m3u8?proxy=true
三立新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20170
三立新闻,http://220.135.64.124:5050/4gtv-live089/index.m3u8?proxy=true
三立新闻,http://220.135.64.124:5050/iNEWS/index.m3u8?proxy=true
三立INEWS,https://stream1.freetv.fun/40730e5040013825b1badb3d180fa6022bc81c8afe86a5d6ece6bc83e1566a56.m3u8
三立INEWS,https://stream1.freetv.fun/badd2c471b785d2032379719c9b0e85c841d1fbff319e8d6cd17683cd807314e.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
三立台湾,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20202
民视,http://iptv.4666888.xyz/iptv2A.php?id=55
民视,http://211.72.174.95:8115/0.ts
民视,rtmp://f13h.mine.nu/sat/tv051
民视,http://74.91.26.218:82/live/ftv.m3u8
民视,http://rihou.cc:555/tv/[mn]民视闽南
民视,https://iptv.xmtv.cc.cd/?id=55
民视新闻,http://rihou.cc:555/tv/[mn]民视新闻
民视新闻,http://74.91.26.218:82/live/ftvnews.m3u8
民视新闻,http://rihou.cc:555/tv/[Uk]民视新闻
民视台湾,http://ip1.xiaomidadi.cn:8088/live/JLXbovrAXvVvGxtw/hls.m3u8
民视台湾,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20216
民视台湾,http://74.91.26.218:82/live/ftvtw.m3u8
民视台湾,http://rihou.cc:555/tv/[mn]民视南闽
民视第一,http://ip1.xiaomidadi.cn:8088/live/vnr8miLNxI7tlvjD/hls.m3u8
民视第一,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20214
民视第一,http://74.91.26.218:82/live/ftvdy.m3u8
民视第一,http://rihou.cc:555/tv/[mn]民视第一
民视影剧,http://iptv.4666888.xyz/iptv2A.php?id=53
民视影剧,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20219
民视旅游,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20218
台视,http://211.72.174.95:8112/0.ts
台视,rtmp://f13h.mine.nu/sat/tv071
台视,http://74.91.26.218:82/live/ttv.m3u8
台视,http://rihou.cc:555/tv/[mn]台视闽南
台视新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20172
台视新闻,http://rihou.cc:555/tv/[Hk]民视新聞
